COD_FACTURA,DATE_FACTURA,DESC_PRODUCTE,COD_PROVEIDOR,F_QUANTITAT,F_IVA,F_PREU_SENSE_IVA_UNITAT,F_PVP_UNITAT,F_TOTAL_SENSE_IVA,F_PVP_TOTAL
FRA 120,2023-02-03,72090 LATAS,CREAL,1,0.21,1.74,2.2,1.74,2.2
FRA 120,2023-02-03,76281 LÁMPARA,CREAL,1,0.21,7.66,9.7,7.66,9.7
FRA 120,2023-02-03,HAI 02,ALLAU,4,0.21,7.86,9.95,31.44,39.8
FRA 120,2023-02-03,HAI 01,ALLAU,1,0.21,6.28,7.95,6.28,7.95
FRA 119,2023-02-03,GUITARRA AZUL,STREETS AHEAD,1,0.21,9.48,12.0,9.48,12.0
FRA 118,2023-02-03,27043 CADIRA DESPATX,CREAL,1,0.21,10.98,13.9,10.98,13.9
FRA 117,2023-02-03,PAPER PARET 879839,CREAL,3,0.21,3.24,4.1,9.72,12.299999999999999
FRA 117,2023-02-03,PAPER RAJOLA,W&M,5,0.21,3.63,4.6,18.17,23.0
FRA 117,2023-02-03,2286 APLIC LED,CREAL,1,0.21,14.38,18.2,14.38,18.2
FRA 116,2023-02-02,26652 ALFOMBRA REBEDOR,VEGA,1,0.21,2.77,3.5,2.77,3.5
FRA 116,2023-02-02,16008 CADIRA NUM. 3,IRIGINALS,1,0.21,3.83,4.85,3.83,4.85
FRA 116,2023-02-02,72535 CAIXA EINES + EINES,CREAL,1,0.21,3.56,4.5,3.56,4.5
FRA 116,2023-02-02,72320 SERRA,CREAL,1,0.21,2.45,3.1,2.45,3.1
FRA 116,2023-02-02,72780 SOPLET,CREAL,1,0.21,2.37,3.0,2.37,3.0
FRA 116,2023-02-02,71225 TREN FUSTA,CREAL,1,0.21,2.21,2.8,2.21,2.8
FRA 116,2023-02-02,73280 CAIXA PALLASSO,CREAL,1,0.21,2.61,3.3,2.61,3.3
FRA 116,2023-02-02,D2220 MUGS COLORS,STREETS AHEAD,1,0.21,4.9,6.2,4.9,6.2
FRA 116,2023-02-02,D1739 JOFAINA ,STREETS AHEAD,1,0.21,2.05,2.6,2.05,2.6
FRA 116,2023-02-02,78097 3 ANGELS,VEGA,1,0.21,2.77,3.5,2.77,3.5
FRA 116,2023-02-02,TAULA PREPARACIÓ S/P,STREETS AHEAD,1,0.21,9.01,11.4,9.01,11.4
FRA 116,2023-02-02,30869 TAULA JARDÍ S/P,CREAL,1,0.21,5.29,6.7,5.29,6.7
FRA 116,2023-02-02,30879 2 CADIRES JARDÍ S/P,CREAL,1,0.21,5.45,6.9,5.45,6.9
FRA 116,2023-02-02,DF948 LIT MODERN,STREETS AHEAD,1,0.21,11.85,15.0,11.85,15.0
FRA 116,2023-02-02,27119 TAULETA NIT S/P,CREAL,1,0.21,4.82,6.1,4.82,6.1
FRA 116,2023-02-02,23297U ARMARI S/P,VEGA,1,0.21,10.59,13.4,10.59,13.4
FRA 116,2023-02-02,27759 ARMARI OBERT,CREAL,1,0.21,7.03,8.9,7.03,8.9
FRA 116,2023-02-02,DF1166 BUTACA RATLLES BLAVES,STREETS AHEAD,1,0.21,6.64,8.4,6.64,8.4
FRA 116,2023-02-02,DF216 REPOSAPEUS,STREETS AHEAD,1,0.21,2.05,2.6,2.05,2.6
FRA 116,2023-02-02,BEF105 CADIRA A/B S/P,STREETS AHEAD,1,0.21,5.29,6.7,5.29,6.7
FRA 116,2023-02-02,BEF012 ESCRITORI,STREETS AHEAD,1,0.21,7.51,9.5,7.51,9.5
FRA 116,2023-02-02,30359 BALANÇI S/P,CREAL,1,0.21,7.9,10.0,7.9,10.0
FRA 116,2023-02-02,2712 TAULA S/P,STREETS AHEAD,1,0.21,9.48,12.0,9.48,12.0
FRA 115,2023-02-02,MOSTRADOR BL.,STREETS AHEAD,1,0.21,11.22,14.2,11.22,14.2
FRA 115,2023-02-02,DEV. MESA HALL,STREETS AHEAD,1,0.21,-4.35,-5.5,-4.35,-5.5
FRA 114,2023-02-02,67800 LLIBRES,CREAL,3,0.21,1.42,1.8,4.27,5.4
FRA 114,2023-02-02,BALDA,STREETS AHEAD,1,0.21,3.56,4.5,3.56,4.5
FRA 113,2023-02-02,SAXO,STREETS AHEAD,1,0.21,21.8,27.6,21.8,27.6
FRA 112,2023-02-02,TAULA PREPARACIÓ,VEGA,1,0.21,14.38,18.2,14.38,18.2
FRA 112,2023-02-02,APARADOR ,VEGA,1,0.21,15.72,19.9,15.72,19.9
FRA 112,2023-02-02,MELMELADA,VARIS,2,0.21,0.71,0.9,1.42,1.8
FRA 112,2023-02-02,POTS PLENS,VARIS,4,0.21,0.79,1.0,3.16,4.0
FRA 112,2023-02-02,ALIMENTS,CAROL,6,0.21,14.22,18.0,85.32,108.0
FRA 112,2023-02-02,ALIMENTS,CAROL,14,0.21,9.48,12.0,132.72,168.0
FRA 112,2023-02-02,CASSOLA MANDONGUILLES,CAROL,1,0.21,22.12,28.0,22.12,28.0
FRA 112,2023-02-02,PAELLA AMB OUS,CAROL,1,0.21,22.12,28.0,22.12,28.0
FRA 112,2023-02-02,CASSOLA GALETS,CAROL,1,0.21,22.12,28.0,22.12,28.0
FRA 112,2023-02-02,PERNIL,CAROL,1,0.21,22.12,28.0,22.12,28.0
FRA 112,2023-02-02,70031 CAIXA VERDURES,CREAL,2,0.21,3.56,4.5,7.11,9.0
FRA 111,2023-02-02,ELFA,CAROL,1,0.21,63.2,80.0,63.2,80.0
FRA 111,2023-02-02,RATON + BEBÉ RATON,CAROL,1,0.21,75.05,95.0,75.05,95.0
FRA 111,2023-02-02,RATITA,CAROL,1,0.21,63.2,80.0,63.2,80.0
FRA 110,2023-02-02,75004 CAIXA CINTES,CREAL,1,0.21,2.13,2.7,2.13,2.7
FRA 110,2023-02-02,BEF108 TAULA HALL,STREETS AHEAD,1,0.21,4.98,6.3,4.98,6.3
FRA 110,2023-02-02,CAP MÁQUINA COSIR,VEGA,1,0.21,1.9,2.4,1.9,2.4
FRA 109,2023-02-01,BOSSA,BOSSES,1,0.21,0.16,0.2,0.16,0.2
FRA 109,2023-02-01,27889 ESTANT 3 COSSOS,CREAL,1,0.21,18.57,23.5,18.57,23.5
FRA 108,2023-02-01,DF599 MESA METALICA,STREETS AHEAD,1,0.21,6.87,8.7,6.87,8.7
FRA 108,2023-02-01,DF575 SILLA METALICA,STREETS AHEAD,1,0.21,3.63,4.6,3.63,4.6
FRA 108,2023-02-01,BUTACA METALICA,STREETS AHEAD,1,0.21,9.88,12.5,9.88,12.5
FRA 108,2023-02-01,269450,CREAL,1,0.21,7.58,9.6,7.58,9.6
FRA 107,2023-02-01,SILLA BLANCA,STREETS AHEAD,1,0.21,3.95,5.0,3.95,5.0
FRA 107,2023-02-01,DF1170 MESA HALL,STREETS AHEAD,1,0.21,4.35,5.5,4.35,5.5
FRA 107,2023-02-01,MESA REDONDA BL.,VEGA,1,0.21,6.95,8.8,6.95,8.8
FRA 106,2023-01-31,393770 PENJA ROBA,CREAL,1,0.21,30.02,38.0,30.02,38.0
FRA 106,2023-01-31,392670 CARRET POSTRES,CREAL,1,0.21,45.66,57.8,45.66,57.8
FRA 106,2023-01-31,36950 COPES,CREAL,1,0.21,6.87,8.7,6.87,8.7
FRA 106,2023-01-31,70621 SAFATA COPES,CREAL,1,0.21,3.79,4.8,3.79,4.8
FRA 106,2023-01-31,79705 LLISTÓ DECORAT.,CREAL,1,0.21,1.82,2.3,1.82,2.3
FRA 106,2023-01-31,79698 LLISTÓ DECORAT.,CREAL,1,0.21,2.69,3.4,2.69,3.4
FRA 106,2023-01-31,12009 POTES TAULA,STREETS AHEAD,1,0.21,2.13,2.7,2.13,2.7
FRA 106,2023-01-31,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 105,2023-01-31,SOSTRE FULLES,ALLAU,1,0.21,22.12,28.0,22.12,28.0
FRA 105,2023-01-31,36952 COPES,CREAL,1,0.21,7.11,9.0,7.11,9.0
FRA 105,2023-01-31,36951 COPES,CREAL,1,0.21,6.87,8.7,6.87,8.7
FRA 105,2023-01-31,36950 COPES,CREAL,1,0.21,6.87,8.7,6.87,8.7
FRA 105,2023-01-31,381070 MOBLE BAR,CREAL,1,0.21,72.68,92.0,72.68,92.0
FRA 105,2023-01-31,SOFÁ LUXE,STOCK DRAP,1,0.21,86.9,110.0,86.9,110.0
FRA 105,2023-01-31,BUTACA ORELLERA LUXE,STOCK DRAP,1,0.21,71.1,90.0,71.1,90.0
FRA 105,2023-01-31,MONTATGE EDIFICI,CLUB,2,0.21,15.8,20.0,31.6,40.0
FRA 104,2023-01-31,BOSSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA 104,2023-01-31,GOS,VEGA,1,0.21,1.82,2.3,1.82,2.3
FRA 104,2023-01-31,2596 GOS,STREETS AHEAD,1,0.21,1.42,1.8,1.42,1.8
FRA 104,2023-01-31,75500 BOL OUS,CREAL,1,0.21,2.05,2.6,2.05,2.6
FRA 104,2023-01-31,XORIÇO,CAROL,1,0.21,6.32,8.0,6.32,8.0
FRA 104,2023-01-31,EMBOTIT,CAROL,2,0.21,3.16,4.0,6.32,8.0
FRA 104,2023-01-31,79693 CORNISA,CREAL,2,0.21,2.13,2.7,4.27,5.4
FRA 103,2023-01-31,PIVOT FUSTA,CREAL,6,0.21,0.71,0.9,4.27,5.4
FRA 103,2023-01-31,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 102,2023-01-31,APARADOR METÁLICO,STREETS AHEAD,1,0.21,14.22,18.0,14.22,18.0
FRA 102,2023-01-31,2247 LÁMPARA TECHO LED,CREAL,1,0.21,12.09,15.3,12.09,15.3
FRA 102,2023-01-31,2201 LÁMPARA TECHO LED,CREAL,1,0.21,19.2,24.3,19.2,24.3
FRA 102,2023-01-31,2286 LÁMPARA PARED LED,CREAL,1,0.21,14.38,18.2,14.38,18.2
FRA 102,2023-01-31,TOCADOR MODERNISTA,ALLAU,1,0.21,15.76,19.95,15.76,19.95
FRA 102,2023-01-31,MONTAJE EDIFICIO,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 101,2023-01-31,23640 FINESTRA,VEGA,1,0.21,5.69,7.2,5.69,7.2
FRA 101,2023-01-31,72535 CAIXA + EINES,STREETS AHEAD,1,0.21,3.56,4.5,3.56,4.5
FRA 101,2023-01-31,70456 JOC NETEJA,STREETS AHEAD,1,0.21,3.32,4.2,3.32,4.2
FRA 101,2023-01-31,D1917 MANGUERA,STREETS AHEAD,1,0.21,4.98,6.3,4.98,6.3
FRA 101,2023-01-31,D805 JOC JARDINER,STREETS AHEAD,1,0.21,1.98,2.5,1.98,2.5
FRA 101,2023-01-31,TU 0220,T.U.,1,0.21,2.37,3.0,2.37,3.0
FRA 101,2023-01-31,PAPER PARET,CREAL,2,0.21,3.24,4.1,6.48,8.2
FRA 101,2023-01-31,LLISTÓ MARC 79724,CREAL,6,0.21,3.16,4.0,18.96,24.0
FRA 101,2023-01-31,24921 LAMP. PARET,CREAL,1,0.21,9.16,11.6,9.16,11.6
FRA 101,2023-01-31,798361 ESCALA,CREAL,1,0.21,14.77,18.7,14.77,18.7
FRA 100,2023-01-30,27619 PUPITRE,CREAL,1,0.21,8.29,10.5,8.29,10.5
FRA 99,2023-01-30,CALABAZA FIMO,CAROL,2,0.21,15.01,19.0,30.02,38.0
FRA 99,2023-01-30,CALABAZA,CAROL,1,0.21,3.95,5.0,3.95,5.0
FRA 99,2023-01-30,CASITA GENGIBRE,CAROL,2,0.21,12.64,16.0,25.28,32.0
FRA 99,2023-01-30,CARA,AZTEC,1,0.21,5.53,7.0,5.53,7.0
FRA 99,2023-01-30,BOTE VACÍO,VARIS,4,0.21,0.71,0.9,2.84,3.6
FRA 99,2023-01-30,REGALO PEQUEÑO,CAROL,2,0.21,3.95,5.0,7.9,10.0
FRA 99,2023-01-30,REGALO GRANDE,CAROL,2,0.21,4.74,6.0,9.48,12.0
FRA 99,2023-01-30,CALABAZA,CAROL,2,0.21,3.95,5.0,7.9,10.0
FRA 99,2023-01-30,OSITO NAVIDAD,CREAL,1,0.21,1.34,1.7,1.34,1.7
FRA 99,2023-01-30,MUÑECO DE NIEVE,CREAL,1,0.21,1.42,1.8,1.42,1.8
FRA 99,2023-01-30,74700 REGALOS,CREAL,1,0.21,3.56,4.5,3.56,4.5
FRA 99,2023-01-30,BEF108 MESA DE HALL,STREETS AHEAD,1,0.21,4.98,6.3,4.98,6.3
FRA 99,2023-01-30,BEF223 SILLA,STREETS AHEAD,1,0.21,10.67,13.5,10.67,13.5
FRA 99,2023-01-30,D1732 BAUL,STREETS AHEAD,1,0.21,6.16,7.8,6.16,7.8
FRA 99,2023-01-30,D834 BAUL,STREETS AHEAD,1,0.21,4.98,6.3,4.98,6.3
FRA 98,2023-01-30,SET METGE,CREAL,1,0.21,3.32,4.2,3.32,4.2
FRA 98,2023-01-30,ENDOLL + PILA,CREAL,1,0.21,1.98,2.5,1.98,2.5
FRA 98,2023-01-30,2446 LAMP. SOSTRE,CREAL,1,0.21,21.8,27.6,21.8,27.6
FRA 97,2023-01-27,BOLSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA 97,2023-01-27,879847,CREAL,2,0.21,3.24,4.1,6.48,8.2
FRA 97,2023-01-27,POMO,STREETS AHEAD,2,0.21,0.71,0.9,1.42,1.8
FRA 96,2023-01-27,BOSSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA 96,2023-01-27,5384 CUINA 5 PCS,STREETS AHEAD,1,0.21,40.29,51.0,40.29,51.0
FRA 96,2023-01-27,NYK03,ALLAU,1,0.21,22.08,27.95,22.08,27.95
FRA 96,2023-01-27,MSC19,ALLAU,1,0.21,1.58,2.0,1.58,2.0
FRA 96,2023-01-27,797538 AIXETES,CREAL,1,0.21,4.35,5.5,4.35,5.5
FRA 96,2023-01-27,PAPER RAJOLA,W&M,3,0.21,3.63,4.6,10.9,13.799999999999999
FRA 96,2023-01-27,PAPER PARET,CREAL,1,0.21,3.71,4.7,3.71,4.7
FRA 96,2023-01-27,30180 TAMBORET,CREAL,1,0.21,2.53,3.2,2.53,3.2
FRA 95,2023-01-27,36610 LLAUNES,CREAL,2,0.21,1.58,2.0,3.16,4.0
FRA 94,2023-01-27,75764 TEST FLORS,CREAL,1,0.21,3.71,4.7,3.71,4.7
FRA 94,2023-01-27,D805 JOC JARDÍ,STREETS AHEAD,1,0.21,1.98,2.5,1.98,2.5
FRA 94,2023-01-27,PLANTA ARTESANIA,ROSA,1,0.21,13.98,17.7,13.98,17.7
FRA 93,2023-01-27,PAGA Y SEÑAL MONTAJE,MÀ D'OBRA,1,0.21,79.0,100.0,79.0,100.0
FRA 92,2023-01-27,2 BIBERONS,AZTEC,1,0.21,4.74,6.0,4.74,6.0
FRA 92,2023-01-27,72254 TASA + PLAT,CREAL,1,0.21,1.58,2.0,1.58,2.0
FRA 92,2023-01-27,XANCLETES,VARIS,1,0.21,2.05,2.6,2.05,2.6
FRA 92,2023-01-27,75222 CISTELL BEBÉ,CREAL,1,0.21,2.29,2.9,2.29,2.9
FRA 91,2023-01-26,79728 MOTLL. DECOR.,CREAL,1,0.21,3.56,4.5,3.56,4.5
FRA 91,2023-01-26,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 90,2023-01-26,CADIRES MODERN. ,ALLAU,4,0.21,11.81,14.95,47.24,59.8
FRA 90,2023-01-26,2 MIRALLS LATERALS,ALLAU,1,0.21,9.48,12.0,9.48,12.0
FRA 90,2023-01-26,MAONS,ALLAU,1,0.21,118.5,150.0,118.5,150.0
FRA 90,2023-01-26,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 89,2023-01-26,MONTAJE ROOMBOX,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA88,2023-01-26,BOSSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA88,2023-01-26,JCG3,STREETS AHEAD,1,0.21,2.84,3.6,2.84,3.6
FRA88,2023-01-26,JCG1,STREETS AHEAD,1,0.21,3.0,3.8,3.0,3.8
FRA88,2023-01-26,JHF3,STREETS AHEAD,1,0.21,2.37,3.0,2.37,3.0
FRA88,2023-01-26,75490,CREAL,1,0.21,2.21,2.8,2.21,2.8
FRA88,2023-01-26,75921,CREAL,1,0.21,3.56,4.5,3.56,4.5
FRA88,2023-01-26,MANTEQUERA,VARIS,1,0.21,1.58,2.0,1.58,2.0
FRA88,2023-01-26,TEST ASAS FANG,VARIS,1,0.21,1.42,1.8,1.42,1.8
FRA88,2023-01-26,OLLA FANG,VARIS,1,0.21,1.58,2.0,1.58,2.0
FRA88,2023-01-26,D2245 TESTOS,STREETS AHEAD,1,0.21,10.59,13.4,10.59,13.4
FRA88,2023-01-26,TEST FANG,STREETS AHEAD,4,0.21,0.63,0.8,2.53,3.2
FRA88,2023-01-26,BARRIL P,CREAL,1,0.21,5.53,7.0,5.53,7.0
FRA88,2023-01-26,BARRIL G,CREAL,1,0.21,6.32,8.0,6.32,8.0
FRA88,2023-01-26,6204,STREETS AHEAD,1,0.21,5.53,7.0,5.53,7.0
FRA88,2023-01-26,71330,CREAL,1,0.21,2.21,2.8,2.21,2.8
FRA88,2023-01-26,6249,STREETS AHEAD,1,0.21,9.16,11.6,9.16,11.6
FRA88,2023-01-26,BOOK NOOK,FAIRE,1,0.21,47.36,59.95,47.36,59.95
FRA 87,2023-01-26,BOLSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA 87,2023-01-26,879847,CREAL,2,0.21,3.24,4.1,6.48,8.2
FRA 87,2023-01-26,DIY353C,STREETS AHEAD,2,0.21,2.37,3.0,4.74,6.0
FRA 87,2023-01-26,9253 PUERTA PRAL.,CREAL,1,0.21,16.51,20.9,16.51,20.9
FRA 87,2023-01-26,879901,CREAL,1,0.21,3.71,4.7,3.71,4.7
FRA 87,2023-01-26,MOLDURA DECORAT. ,CREAL,4,0.21,2.69,3.4,10.74,13.6
FRA 87,2023-01-26,PUERTA R. PÉREZ,STREETS AHEAD,7,0.21,5.69,7.2,39.82,50.4
FRA 87,2023-01-26,DEV. CHIMENEA,STOCK DRAP,1,0.21,-15.01,-19.0,-15.01,-19.0
FRA 86,2023-01-26,MAONS,ALLAU,1,0.21,118.5,150.0,118.5,150.0
FRA 86,2023-01-26,CADIRES MODERNIST.,ALLAU,6,0.21,11.81,14.95,70.86,89.69999999999999
FRA 86,2023-01-26,TARACEAS,VARIS,4,0.21,1.98,2.5,7.9,10.0
FRA 86,2023-01-26,79727,CREAL,4,0.21,3.24,4.1,12.96,16.4
FRA 86,2023-01-26,MONTATGE EDIFICI,CLUB,2,0.21,15.8,20.0,31.6,40.0
FRA 85,2023-01-26,BOSSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA 85,2023-01-26,CASA HOLANDESA 2,SCRAP NOLI,1,0.21,15.8,20.0,15.8,20.0
FRA 85,2023-01-26,AMBIENT 1:48  ,AZTEC,5,0.21,3.71,4.7,18.57,23.5
FRA 85,2023-01-26,MONTATGE ROOMBOX,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 84,2023-01-25,RESTO ORCHARD,STREETS AHEAD,1,0.21,189.6,240.0,189.6,240.0
FRA 83,2023-01-25,BOSSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA 83,2023-01-25,PAPER TULIPES,CREAL,2,0.21,3.87,4.9,7.74,9.8
FRA 83,2023-01-25,PAPER RAJOLA,W&M,2,0.21,1.98,2.5,3.95,5.0
FRA 83,2023-01-25,PAPER PARET,CREAL,3,0.21,3.24,4.1,9.72,12.299999999999999
FRA 83,2023-01-25,879977,CREAL,1,0.21,3.24,4.1,3.24,4.1
FRA 83,2023-01-25,TUL,VARIS,2,0.21,1.58,2.0,3.16,4.0
FRA 83,2023-01-25,TELA,VARIS,3,0.21,1.42,1.8,4.27,5.4
FRA 83,2023-01-25,TV ANTIC,AZTEC,1,0.21,1.5,1.9,1.5,1.9
FRA 83,2023-01-25,CUADRE,WONHAM,1,0.21,4.58,5.8,4.58,5.8
FRA 83,2023-01-25,4826 LLIT METALL,STREETS AHEAD,1,0.21,29.78,37.7,29.78,37.7
FRA 83,2023-01-25,ARMARI ROPER,VEGA,1,0.21,17.22,21.8,17.22,21.8
FRA 83,2023-01-25,LLIT DOBLE EDUARDIÀ,MCQUEENIE,1,0.21,22.67,28.7,22.67,28.7
FRA 82,2023-01-25,DIY763A,STREETS AHEAD,1,0.21,5.06,6.4,5.06,6.4
FRA 82,2023-01-25,PAPEL FLORES AZULES,CREAL,1,0.21,3.24,4.1,3.24,4.1
FRA 82,2023-01-25,TU A3 0240,T.U.,1,0.21,2.37,3.0,2.37,3.0
FRA 82,2023-01-25,MOLDURA DECORAT. CART.,VARIS,13,0.21,2.69,3.4,34.92,44.199999999999996
FRA 82,2023-01-25,PUERTA R. PÉREZ,STREETS AHEAD,1,0.21,5.69,7.2,5.69,7.2
FRA 82,2023-01-25,CHIMENEA,STOCK DRAP,1,0.21,15.01,19.0,15.01,19.0
FRA 81,2023-01-25,"100 TEJAS REDONDAS ""P""",ALLAU,2,0.21,9.48,12.0,18.96,24.0
FRA 81,2023-01-25,797547 TIRADOR,CREAL,1,0.21,1.42,1.8,1.42,1.8
FRA 81,2023-01-25,ARTIS,DAYKA,1,0.21,3.32,4.2,3.32,4.2
FRA 81,2023-01-25,ARRIMADERO DE 14 CM.,ALLAU,1,0.21,23.66,29.95,23.66,29.95
FRA 80,2023-01-24,MAONS,ALLAU,1,0.21,118.5,150.0,118.5,150.0
FRA 80,2023-01-24,AMERICANA,CHOPO,1,0.21,3.32,4.2,3.32,4.2
FRA 80,2023-01-24,ARTIS,DAYKA,1,0.21,3.32,4.2,3.32,4.2
FRA 80,2023-01-24,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 79,2023-01-24,CORNISA DECORATIVA,STREETS AHEAD,1,0.21,3.56,4.5,3.56,4.5
FRA 79,2023-01-24,DEV. ZÓCALO,CREAL,1,0.21,-2.13,-2.7,-2.13,-2.7
FRA 79,2023-01-24,DEV. 2 MARCOS,CREAL,1,0.21,-6.32,-8.0,-6.32,-8.0
FRA 79,2023-01-24,LADRILLOS,ALLAU,1,0.21,118.5,150.0,118.5,150.0
FRA 79,2023-01-24,MONTAJE EDIFICIO,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 79,2023-01-24,ADORNO BUHARDILLA,ALLAU,1,0.21,15.76,19.95,15.76,19.95
FRA 79,2023-01-24,LISTONES 1.5X1.5,VARIS,1,0.21,3.16,4.0,3.16,4.0
FRA 78,2023-01-24,CRACKLE MEDIUM,CHOPO,1,0.21,3.79,4.8,3.79,4.8
FRA 78,2023-01-24,FLOWER SOFT,VARIS,3,0.21,4.11,5.2,12.32,15.600000000000001
FRA 77,2023-01-24,FT-P-02,JACOMINIS,1,0.21,3.71,4.7,3.71,4.7
FRA 77,2023-01-24,75170 CUADERNS,CREAL,2,0.21,1.42,1.8,2.84,3.6
FRA 77,2023-01-24,72961 PLAY POH,CREAL,1,0.21,3.24,4.1,3.24,4.1
FRA 77,2023-01-24,79766 FRONTISES,CREAL,1,0.21,4.98,6.3,4.98,6.3
FRA 76,2023-01-24,PAPER TULIPES,CREAL,2,0.21,3.87,4.9,7.74,9.8
FRA 76,2023-01-24,PAPER FLORS ROSES,CREAL,1,0.21,3.24,4.1,3.24,4.1
FRA 76,2023-01-24,PAPER FLORS ROSES,CREAL,1,0.21,3.24,4.1,3.24,4.1
FRA 76,2023-01-24,PAPER OSITOS,STREETS AHEAD,1,0.21,2.13,2.7,2.13,2.7
FRA 76,2023-01-24,DIY798C,STREETS AHEAD,1,0.21,3.4,4.3,3.4,4.3
FRA 76,2023-01-24,MOQUETA,STREETS AHEAD,1,0.21,3.67,4.65,3.67,4.65
FRA 75,2023-01-24,2495 BOMBETES RECANVI,CREAL,1,0.21,2.84,3.6,2.84,3.6
FRA 75,2023-01-24,2498 BOMBETES RECANVI,CREAL,1,0.21,5.29,6.7,5.29,6.7
FRA 74,2023-01-23,CISTELLA,CREAL,3,0.21,1.26,1.6,3.79,4.800000000000001
FRA 73,2023-01-20,COCA COLA ,VARIS,3,0.21,0.79,1.0,2.37,3.0
FRA 73,2023-01-20,TEST ,STREETS AHEAD,2,0.21,0.79,1.0,1.58,2.0
FRA 73,2023-01-20,G7353 COPES,AZTEC,1,0.21,3.32,4.2,3.32,4.2
FRA 73,2023-01-20,D1638 SAFATES,STREETS AHEAD,1,0.21,1.98,2.5,1.98,2.5
FRA 73,2023-01-20,73007 AMPOLLES,CREAL,1,0.21,1.19,1.5,1.19,1.5
FRA 73,2023-01-20,GESPA EN `POLS,STREETS AHEAD,1,0.21,2.53,3.2,2.53,3.2
FRA 72,2023-01-20,PATATES FREGIDES,CAROL,1,0.21,9.48,12.0,9.48,12.0
FRA 72,2023-01-20,PAELLA AMB OUS,CAROL,1,0.21,22.12,28.0,22.12,28.0
FRA 72,2023-01-20,PERNIL,CAROL,1,0.21,22.12,28.0,22.12,28.0
FRA 72,2023-01-20,31000 SOFÁ,CREAL,1,0.21,19.43,24.6,19.43,24.6
FRA 71,2023-01-20,VIOLÍ,STREETS AHEAD,1,0.21,13.43,17.0,13.43,17.0
FRA 70,2023-01-20,75002 FILS,CREAL,1,0.21,2.45,3.1,2.45,3.1
FRA 70,2023-01-20,72850 MAQ. COSIR,CREAL,1,0.21,6.71,8.5,6.71,8.5
FRA 69,2023-01-20,78070 KOALA,CREAL,1,0.21,1.26,1.6,1.26,1.6
FRA 69,2023-01-20,75732 PLANTA,CREAL,1,0.21,3.63,4.6,3.63,4.6
FRA 69,2023-01-20,PILA,STREETS AHEAD,1,0.21,1.19,1.5,1.19,1.5
FRA 66,2023-01-19,TEST MODERNISTA,STOCK DRAP,1,0.21,75.05,95.0,75.05,95.0
FRA 66,2023-01-19,PLANTA PIS,ALLAU,1,0.21,114.55,145.0,114.55,145.0
FRA 66,2023-01-19,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 66,2023-01-19,79728 CORNISA,CREAL,2,0.21,3.56,4.5,7.11,9.0
FRA 65,2023-01-19,,Total,1,0.21,3.48,4.4,3.48,4.4
FRA 65,2023-01-19,,VARIS,1,0.21,3.95,5.0,3.95,5.0
FRA 65,2023-01-19,,VARIS,1,0.21,4.27,5.4,4.27,5.4
FRA 65,2023-01-19,,VARIS,1,0.21,1.74,2.2,1.74,2.2
FRA 65,2023-01-19,,VARIS,1,0.21,2.84,3.6,2.84,3.6
FRA 65,2023-01-19,,VARIS,1,0.21,1.19,1.5,1.19,1.5
FRA 65,2023-01-19,,VARIS,1,0.21,4.9,6.2,4.9,6.2
FRA 65,2023-01-19,,VARIS,1,0.21,7.66,9.7,7.66,9.7
FRA 65,2023-01-19,,VARIS,1,0.21,4.11,5.2,4.11,5.2
FRA 65,2023-01-19,,VARIS,1,0.21,3.79,4.8,3.79,4.8
FRA 65,2023-01-19,,VARIS,1,0.21,4.11,5.2,4.11,5.2
FRA 65,2023-01-19,,VARIS,1,0.21,2.29,2.9,2.29,2.9
FRA 65,2023-01-19,BARBACOA,VARIS,1,0.21,11.22,14.2,11.22,14.2
FRA 64,2023-01-19,797539 TIRADORS,CREAL,2,0.21,1.82,2.3,3.63,4.6
FRA 64,2023-01-19,79860 BARROTS,CREAL,1,0.21,4.35,5.5,4.35,5.5
FRA 64,2023-01-19,FA2SSBJWL,AZTEC,1,0.21,6.48,8.2,6.48,8.2
FRA 64,2023-01-19,TIRA TARACEA,VARIS,3,0.21,1.98,2.5,5.93,7.5
